time,symbol,order_id,side,qty,price,order_type,type
2018-01-29T00:12:00,XBTUSD,bitme_0,sell,-34932,11644.00,limit,complete
2018-01-29T00:24:00,XBTUSD,bitme_2,buy,34932,11740.44,market,complete
2018-01-29T00:27:00,XBTUSD,bitme_3,sell,-35256,11752.00,limit,complete
2018-01-29T00:34:00,XBTUSD,bitme_4,buy,17628,11726.50,limit,partial
2018-01-29T00:36:00,XBTUSD,bitme_4,buy,8814,11726.50,limit,partial
2018-01-29T00:37:00,XBTUSD,bitme_4,buy,8814,11726.50,limit,complete
2018-01-29T00:38:00,XBTUSD,bitme_5,buy,35124,11708.00,limit,complete
2018-01-29T01:17:00,XBTUSD,bitme_7,sell,-35124,11612.75,market,complete
2018-01-29T01:18:00,XBTUSD,bitme_8,buy,34800,11600.00,limit,complete
2018-01-29T01:21:00,XBTUSD,bitme_10,sell,-34800,11501.12,market,complete
2018-01-29T01:25:00,XBTUSD,bitme_11,buy,34506,11502.00,limit,complete
2018-01-29T01:27:00,XBTUSD,bitme_13,sell,-34506,11368.00,market,complete
2018-01-29T01:35:00,XBTUSD,bitme_14,buy,34054,11351.50,limit,complete
2018-01-29T01:37:00,XBTUSD,bitme_15,sell,-34054,11393.10,limit,complete
2018-01-29T01:40:00,XBTUSD,bitme_16,buy,34032,11344.00,limit,complete
2018-01-29T01:41:00,XBTUSD,bitme_18,sell,-34032,11237.62,market,complete
2018-01-29T01:42:00,XBTUSD,bitme_19,buy,33660,11220.00,limit,complete
2018-01-29T01:48:00,XBTUSD,bitme_20,sell,-33660,11367.00,limit,complete
2018-01-29T01:49:00,XBTUSD,bitme_21,sell,-34117,11372.50,limit,complete
2018-01-29T01:52:00,XBTUSD,bitme_22,buy,17059,11312.80,limit,partial
2018-01-29T01:56:00,XBTUSD,bitme_22,buy,17058,11312.80,limit,complete
2018-01-29T01:57:00,XBTUSD,bitme_23,buy,33918,11306.00,limit,complete
2018-01-29T02:03:00,XBTUSD,bitme_25,sell,-33918,11211.44,market,complete
2018-01-29T02:13:00,XBTUSD,bitme_26,sell,-33798,11266.00,limit,complete
2018-01-29T02:18:00,XBTUSD,bitme_28,buy,33798,11354.81,market,complete
2018-01-29T02:27:00,XBTUSD,bitme_29,buy,33694,11231.50,limit,complete
2018-01-29T02:39:00,XBTUSD,bitme_30,sell,-33694,11329.40,limit,complete
2018-01-29T02:40:00,XBTUSD,bitme_31,sell,-34000,11333.50,limit,complete
2018-01-29T02:47:00,XBTUSD,bitme_32,buy,34000,11292.70,limit,complete
2018-01-29T02:48:00,XBTUSD,bitme_33,buy,33825,11275.00,limit,complete
2018-01-29T02:51:00,XBTUSD,bitme_34,sell,-33825,11306.30,limit,complete
2018-01-29T02:54:00,XBTUSD,bitme_35,sell,-33996,11332.00,limit,complete
2018-01-29T03:08:00,XBTUSD,bitme_36,buy,33996,11291.60,limit,complete
2018-01-29T03:09:00,XBTUSD,bitme_37,buy,33846,11282.00,limit,complete
2018-01-29T03:50:00,XBTUSD,bitme_38,sell,-16923,11322.30,limit,partial
2018-01-29T03:58:00,XBTUSD,bitme_38,sell,-16923,11322.30,limit,complete
2018-01-29T03:59:00,XBTUSD,bitme_39,sell,-33978,11326.00,limit,complete
2018-01-29T04:44:00,XBTUSD,bitme_41,buy,33978,11415.12,market,complete
2018-01-29T04:48:00,XBTUSD,bitme_42,sell,-34306,11435.50,limit,complete
2018-01-29T04:51:00,XBTUSD,bitme_43,buy,34306,11412.80,limit,complete
2018-01-29T04:54:00,XBTUSD,bitme_44,buy,34170,11390.00,limit,complete
2018-01-29T06:11:00,XBTUSD,bitme_46,sell,-34170,11299.56,market,complete
2018-01-29T06:13:00,XBTUSD,bitme_47,buy,33772,11257.50,limit,complete
2018-01-29T06:17:00,XBTUSD,bitme_49,sell,-33772,11156.06,market,complete
2018-01-29T06:26:00,XBTUSD,bitme_50,buy,33604,11201.50,limit,complete
2018-01-29T06:30:00,XBTUSD,bitme_51,sell,-33604,11231.10,limit,complete
2018-01-29T06:31:00,XBTUSD,bitme_52,sell,-33780,11260.00,limit,complete
2018-01-29T06:32:00,XBTUSD,bitme_53,buy,33780,11201.50,limit,complete
2018-01-29T06:39:00,XBTUSD,bitme_54,buy,33555,11185.00,limit,complete
2018-01-29T07:42:00,XBTUSD,bitme_56,sell,-33555,11089.50,market,complete
2018-01-29T07:43:00,XBTUSD,bitme_57,buy,33210,11070.00,limit,complete
2018-01-29T07:46:00,XBTUSD,bitme_58,sell,-33210,11120.10,limit,complete
2018-01-29T07:51:00,XBTUSD,bitme_59,sell,-33387,11129.00,limit,complete
2018-01-29T07:53:00,XBTUSD,bitme_60,buy,16694,11110.20,limit,partial
2018-01-29T07:54:00,XBTUSD,bitme_60,buy,8347,11110.20,limit,partial
2018-01-29T07:56:00,XBTUSD,bitme_60,buy,4173,11110.20,limit,partial
2018-01-29T08:00:00,XBTUSD,bitme_60,buy,4173,11110.20,limit,complete
2018-01-29T08:01:00,XBTUSD,bitme_61,buy,33322,11107.50,limit,complete
2018-01-29T08:17:00,XBTUSD,bitme_62,sell,-16661,11116.80,limit,partial
2018-01-29T08:18:00,XBTUSD,bitme_62,sell,-16661,11116.80,limit,complete
2018-01-29T08:19:00,XBTUSD,bitme_63,sell,-33367,11122.50,limit,complete
2018-01-29T08:34:00,XBTUSD,bitme_65,buy,33367,11227.31,market,complete
2018-01-29T08:38:00,XBTUSD,bitme_66,sell,-33675,11225.00,limit,complete
2018-01-29T08:40:00,XBTUSD,bitme_67,buy,33675,11213.00,limit,complete
2018-01-29T08:41:00,XBTUSD,bitme_68,buy,33624,11208.00,limit,complete
2018-01-29T10:18:00,XBTUSD,bitme_69,sell,-16812,11240.80,limit,partial
2018-01-29T10:23:00,XBTUSD,bitme_69,sell,-16812,11240.80,limit,complete
2018-01-29T10:24:00,XBTUSD,bitme_70,sell,-33838,11279.50,limit,complete
2018-01-29T10:36:00,XBTUSD,bitme_71,buy,33838,11216.40,limit,complete
2018-01-29T10:37:00,XBTUSD,bitme_72,buy,33636,11212.00,limit,complete
2018-01-29T10:38:00,XBTUSD,bitme_73,sell,-33636,11226.70,limit,complete
2018-01-29T10:39:00,XBTUSD,bitme_74,sell,-33715,11238.50,limit,complete
2018-01-29T10:40:00,XBTUSD,bitme_75,buy,33715,11217.50,limit,complete
2018-01-29T10:45:00,XBTUSD,bitme_76,buy,33618,11206.00,limit,complete
2018-01-29T10:53:00,XBTUSD,bitme_77,sell,-33618,11213.90,limit,complete
2018-01-29T11:00:00,XBTUSD,bitme_78,sell,-33673,11224.50,limit,complete
2018-01-29T11:01:00,XBTUSD,bitme_79,buy,33673,11196.00,limit,complete
2018-01-29T11:06:00,XBTUSD,bitme_80,buy,33549,11183.00,limit,complete
2018-01-29T11:11:00,XBTUSD,bitme_81,sell,-16775,11194.80,limit,partial
2018-01-29T11:27:00,XBTUSD,bitme_82,sell,-16774,11096.50,market,complete
2018-01-29T11:28:00,XBTUSD,bitme_83,buy,33246,11082.00,limit,complete
2018-01-29T11:39:00,XBTUSD,bitme_85,sell,-33246,10986.00,market,complete
2018-01-29T11:40:00,XBTUSD,bitme_86,buy,32910,10970.00,limit,complete
2018-01-29T11:53:00,XBTUSD,bitme_88,sell,-32910,10884.12,market,complete
2018-01-29T11:58:00,XBTUSD,bitme_89,sell,-32866,10955.50,limit,complete
2018-01-29T12:16:00,XBTUSD,bitme_91,buy,32866,11043.81,market,complete
2018-01-29T12:25:00,XBTUSD,bitme_92,buy,33046,11015.50,limit,complete
2018-01-29T12:26:00,XBTUSD,bitme_93,sell,-16523,11039.50,limit,partial
2018-01-29T12:42:00,XBTUSD,bitme_93,sell,-16523,11039.50,limit,complete
2018-01-29T12:43:00,XBTUSD,bitme_94,sell,-33121,11040.50,limit,complete
2018-01-29T12:46:00,XBTUSD,bitme_95,buy,33121,11020.50,limit,complete
2018-01-29T12:47:00,XBTUSD,bitme_96,buy,33031,11010.50,limit,complete
2018-01-29T13:08:00,XBTUSD,bitme_97,sell,-33031,11036.90,limit,complete
2018-01-29T13:09:00,XBTUSD,bitme_98,sell,-33153,11051.00,limit,complete
2018-01-29T14:04:00,XBTUSD,bitme_100,buy,33153,11144.31,market,complete
2018-01-29T14:05:00,XBTUSD,bitme_101,sell,-33457,11152.50,limit,complete
2018-01-29T15:23:00,XBTUSD,bitme_102,buy,33457,11125.40,limit,complete
2018-01-29T15:24:00,XBTUSD,bitme_103,buy,33352,11117.50,limit,complete
2018-01-29T15:47:00,XBTUSD,bitme_104,sell,-33352,11162.00,limit,complete
2018-01-29T15:48:00,XBTUSD,bitme_105,sell,-33525,11175.00,limit,complete
2018-01-29T18:20:00,XBTUSD,bitme_106,buy,33525,11102.30,limit,complete
2018-01-29T18:21:00,XBTUSD,bitme_107,buy,33240,11080.00,limit,complete
2018-01-29T18:27:00,XBTUSD,bitme_108,sell,-16620,11170.30,limit,partial
2018-01-29T18:38:00,XBTUSD,bitme_108,sell,-8310,11170.30,limit,partial
2018-01-29T18:40:00,XBTUSD,bitme_108,sell,-8310,11170.30,limit,complete
2018-01-29T18:41:00,XBTUSD,bitme_109,sell,-33583,11194.50,limit,complete
2018-01-29T18:45:00,XBTUSD,bitme_110,buy,16792,11160.90,limit,partial
2018-01-29T19:11:00,XBTUSD,bitme_110,buy,16791,11160.90,limit,complete
2018-01-29T19:12:00,XBTUSD,bitme_111,buy,33456,11152.00,limit,complete
2018-01-29T19:13:00,XBTUSD,bitme_112,sell,-33456,11170.90,limit,complete
2018-01-29T19:14:00,XBTUSD,bitme_113,sell,-33564,11188.00,limit,complete
2018-01-29T19:37:00,XBTUSD,bitme_114,buy,33564,11153.40,limit,complete
2018-01-29T19:38:00,XBTUSD,bitme_115,buy,33429,11143.00,limit,complete
2018-01-29T20:27:00,XBTUSD,bitme_116,sell,-16715,11161.60,limit,partial
2018-01-29T20:42:00,XBTUSD,bitme_116,sell,-16714,11161.60,limit,complete
2018-01-29T20:43:00,XBTUSD,bitme_117,sell,-33496,11165.50,limit,complete
2018-01-29T20:44:00,XBTUSD,bitme_118,buy,33496,11151.30,limit,complete
2018-01-29T20:45:00,XBTUSD,bitme_119,buy,33414,11138.00,limit,complete
2018-01-29T21:04:00,XBTUSD,bitme_120,sell,-33414,11165.00,limit,complete
2018-01-29T21:05:00,XBTUSD,bitme_121,sell,-33510,11170.00,limit,complete
2018-01-29T22:36:00,XBTUSD,bitme_122,buy,33510,11130.60,limit,complete
2018-01-29T22:37:00,XBTUSD,bitme_123,buy,33360,11120.00,limit,complete
2018-01-29T22:45:00,XBTUSD,bitme_125,sell,-33360,11007.38,market,complete
2018-01-29T22:46:00,XBTUSD,bitme_126,buy,32958,10986.00,limit,complete
2018-01-29T23:03:00,XBTUSD,bitme_127,sell,-32958,11055.50,limit,complete
2018-01-29T23:04:00,XBTUSD,bitme_128,sell,-33184,11061.50,limit,complete
2018-01-29T23:39:00,XBTUSD,bitme_130,buy,33184,11166.00,market,complete
2018-01-29T23:42:00,XBTUSD,bitme_131,sell,-33726,11242.00,limit,complete
2018-01-29T23:47:00,XBTUSD,bitme_132,buy,16863,11140.90,limit,partial
2018-01-29T23:48:00,XBTUSD,bitme_132,buy,8759,11140.90,limit,partial
2018-01-29T23:51:00,XBTUSD,bitme_132,buy,8104,11140.90,limit,complete
2018-01-29T23:52:00,XBTUSD,bitme_133,buy,33421,11140.50,limit,complete
2018-01-29T23:53:00,XBTUSD,bitme_134,sell,-33421,11155.10,limit,complete
2018-01-30T00:00:00,XBTUSD,bitme_135,buy,33400,11133.50,limit,complete
2018-01-30T00:00:00,XBTUSD,bitme_137,sell,-33400,11130.06,market,complete
